id,name,height,weight,lang,types
644,zekrom,29,3450,"[['ゼクロム', 'ja-Hrkt'], ['Zekrom', 'roomaji'], ['제크로무', 'ko'], ['捷克羅姆', 'zh-Hant'], ['Zekrom', 'fr'], ['Zekrom', 'de'], ['Zekrom', 'es'], ['Zekrom', 'it'], ['Zekrom', 'en'], ['ゼクロム', 'ja'], ['捷克罗姆', 'zh-Hans']]","[[1, 'dragon'], [2, 'electric']]"
645,landorus-incarnate,15,680,"[['ランドロス', 'ja-Hrkt'], ['Landlos', 'roomaji'], ['랜드로스', 'ko'], ['土地雲', 'zh-Hant'], ['Démétéros', 'fr'], ['Demeteros', 'de'], ['Landorus', 'es'], ['Landorus', 'it'], ['Landorus', 'en'], ['ランドロス', 'ja'], ['土地云', 'zh-Hans']]","[[1, 'ground'], [2, 'flying']]"
646,kyurem,30,3250,"[['キュレム', 'ja-Hrkt'], ['Kyurem', 'roomaji'], ['큐레무', 'ko'], ['酋雷姆', 'zh-Hant'], ['Kyurem', 'fr'], ['Kyurem', 'de'], ['Kyurem', 'es'], ['Kyurem', 'it'], ['Kyurem', 'en'], ['キュレム', 'ja'], ['酋雷姆', 'zh-Hans']]","[[1, 'dragon'], [2, 'ice']]"
647,keldeo-ordinary,14,485,"[['ケルディオ', 'ja-Hrkt'], ['Keldeo', 'roomaji'], ['케르디오', 'ko'], ['凱路迪歐', 'zh-Hant'], ['Keldeo', 'fr'], ['Keldeo', 'de'], ['Keldeo', 'es'], ['Keldeo', 'it'], ['Keldeo', 'en'], ['ケルディオ', 'ja'], ['凯路迪欧', 'zh-Hans']]","[[1, 'water'], [2, 'fighting']]"
648,meloetta-aria,6,65,"[['メロエッタ', 'ja-Hrkt'], ['Meloetta', 'roomaji'], ['메로엣타', 'ko'], ['美洛耶塔', 'zh-Hant'], ['Meloetta', 'fr'], ['Meloetta', 'de'], ['Meloetta', 'es'], ['Meloetta', 'it'], ['Meloetta', 'en'], ['メロエッタ', 'ja'], ['美洛耶塔', 'zh-Hans']]","[[1, 'normal'], [2, 'psychic']]"
649,genesect,15,825,"[['ゲノセクト', 'ja-Hrkt'], ['Genesect', 'roomaji'], ['게노세크트', 'ko'], ['蓋諾賽克特', 'zh-Hant'], ['Genesect', 'fr'], ['Genesect', 'de'], ['Genesect', 'es'], ['Genesect', 'it'], ['Genesect', 'en'], ['ゲノセクト', 'ja'], ['盖诺赛克特', 'zh-Hans']]","[[1, 'bug'], [2, 'steel']]"
650,chespin,4,90,"[['ハリマロン', 'ja-Hrkt'], ['Harimaron', 'roomaji'], ['도치마론', 'ko'], ['哈力栗', 'zh-Hant'], ['Marisson', 'fr'], ['Igamaro', 'de'], ['Chespin', 'es'], ['Chespin', 'it'], ['Chespin', 'en'], ['ハリマロン', 'ja'], ['哈力栗', 'zh-Hans']]","[[1, 'grass']]"
651,quilladin,7,290,"[['ハリボーグ', 'ja-Hrkt'], ['Hariborg', 'roomaji'], ['도치보구', 'ko'], ['胖胖哈力', 'zh-Hant'], ['Boguérisse', 'fr'], ['Igastarnish', 'de'], ['Quilladin', 'es'], ['Quilladin', 'it'], ['Quilladin', 'en'], ['ハリボーグ', 'ja'], ['胖胖哈力', 'zh-Hans']]","[[1, 'grass']]"
652,chesnaught,16,900,"[['ブリガロン', 'ja-Hrkt'], ['Brigarron', 'roomaji'], ['브리가론', 'ko'], ['布里卡隆', 'zh-Hant'], ['Blindépique', 'fr'], ['Brigaron', 'de'], ['Chesnaught', 'es'], ['Chesnaught', 'it'], ['Chesnaught', 'en'], ['ブリガロン', 'ja'], ['布里卡隆', 'zh-Hans']]","[[1, 'grass'], [2, 'fighting']]"
653,fennekin,4,94,"[['フォッコ', 'ja-Hrkt'], ['Fokko', 'roomaji'], ['푸호꼬', 'ko'], ['火狐狸', 'zh-Hant'], ['Feunnec', 'fr'], ['Fynx', 'de'], ['Fennekin', 'es'], ['Fennekin', 'it'], ['Fennekin', 'en'], ['フォッコ', 'ja'], ['火狐狸', 'zh-Hans']]","[[1, 'fire']]"
654,braixen,10,145,"[['テールナー', 'ja-Hrkt'], ['Tairenar', 'roomaji'], ['테르나', 'ko'], ['長尾火狐', 'zh-Hant'], ['Roussil', 'fr'], ['Rutena', 'de'], ['Braixen', 'es'], ['Braixen', 'it'], ['Braixen', 'en'], ['テールナー', 'ja'], ['长尾火狐', 'zh-Hans']]","[[1, 'fire']]"
655,delphox,15,390,"[['マフォクシー', 'ja-Hrkt'], ['Mahoxy', 'roomaji'], ['마폭시', 'ko'], ['妖火紅狐', 'zh-Hant'], ['Goupelin', 'fr'], ['Fennexis', 'de'], ['Delphox', 'es'], ['Delphox', 'it'], ['Delphox', 'en'], ['マフォクシー', 'ja'], ['妖火红狐', 'zh-Hans']]","[[1, 'fire'], [2, 'psychic']]"
656,froakie,3,70,"[['ケロマツ', 'ja-Hrkt'], ['Keromatsu', 'roomaji'], ['개구마르', 'ko'], ['呱呱泡蛙', 'zh-Hant'], ['Grenousse', 'fr'], ['Froxy', 'de'], ['Froakie', 'es'], ['Froakie', 'it'], ['Froakie', 'en'], ['ケロマツ', 'ja'], ['呱呱泡蛙', 'zh-Hans']]","[[1, 'water']]"
657,frogadier,6,109,"[['ゲコガシラ', 'ja-Hrkt'], ['Gekogashira', 'roomaji'], ['개굴반장', 'ko'], ['呱頭蛙', 'zh-Hant'], ['Croâporal', 'fr'], ['Amphizel', 'de'], ['Frogadier', 'es'], ['Frogadier', 'it'], ['Frogadier', 'en'], ['ゲコガシラ', 'ja'], ['呱头蛙', 'zh-Hans']]","[[1, 'water']]"
658,greninja,15,400,"[['ゲッコウガ', 'ja-Hrkt'], ['Gekkouga', 'roomaji'], ['개굴닌자', 'ko'], ['甲賀忍蛙', 'zh-Hant'], ['Amphinobi', 'fr'], ['Quajutsu', 'de'], ['Greninja', 'es'], ['Greninja', 'it'], ['Greninja', 'en'], ['ゲッコウガ', 'ja'], ['甲贺忍蛙', 'zh-Hans']]","[[1, 'water'], [2, 'dark']]"
659,bunnelby,4,50,"[['ホルビー', 'ja-Hrkt'], ['Horubee', 'roomaji'], ['파르빗', 'ko'], ['掘掘兔', 'zh-Hant'], ['Sapereau', 'fr'], ['Scoppel', 'de'], ['Bunnelby', 'es'], ['Bunnelby', 'it'], ['Bunnelby', 'en'], ['ホルビー', 'ja'], ['掘掘兔', 'zh-Hans']]","[[1, 'normal']]"
660,diggersby,10,424,"[['ホルード', 'ja-Hrkt'], ['Horudo', 'roomaji'], ['파르토', 'ko'], ['掘地兔', 'zh-Hant'], ['Excavarenne', 'fr'], ['Grebbit', 'de'], ['Diggersby', 'es'], ['Diggersby', 'it'], ['Diggersby', 'en'], ['ホルード', 'ja'], ['掘地兔', 'zh-Hans']]","[[1, 'normal'], [2, 'ground']]"
661,fletchling,3,17,"[['ヤヤコマ', 'ja-Hrkt'], ['Yayakoma', 'roomaji'], ['화살꼬빈', 'ko'], ['小箭雀', 'zh-Hant'], ['Passerouge', 'fr'], ['Dartiri', 'de'], ['Fletchling', 'es'], ['Fletchling', 'it'], ['Fletchling', 'en'], ['ヤヤコマ', 'ja'], ['小箭雀', 'zh-Hans']]","[[1, 'normal'], [2, 'flying']]"
662,fletchinder,7,160,"[['ヒノヤコマ', 'ja-Hrkt'], ['Hinoyakoma', 'roomaji'], ['불화살빈', 'ko'], ['火箭雀', 'zh-Hant'], ['Braisillon', 'fr'], ['Dartignis', 'de'], ['Fletchinder', 'es'], ['Fletchinder', 'it'], ['Fletchinder', 'en'], ['ヒノヤコマ', 'ja'], ['火箭雀', 'zh-Hans']]","[[1, 'fire'], [2, 'flying']]"
663,talonflame,12,245,"[['ファイアロー', 'ja-Hrkt'], ['Fiarrow', 'roomaji'], ['파이어로', 'ko'], ['烈箭鷹', 'zh-Hant'], ['Flambusard', 'fr'], ['Fiaro', 'de'], ['Talonflame', 'es'], ['Talonflame', 'it'], ['Talonflame', 'en'], ['ファイアロー', 'ja'], ['烈箭鹰', 'zh-Hans']]","[[1, 'fire'], [2, 'flying']]"
664,scatterbug,3,25,"[['コフキムシ', 'ja-Hrkt'], ['Kofukimushi', 'roomaji'], ['분이벌레', 'ko'], ['粉蝶蟲', 'zh-Hant'], ['Lépidonille', 'fr'], ['Purmel', 'de'], ['Scatterbug', 'es'], ['Scatterbug', 'it'], ['Scatterbug', 'en'], ['コフキムシ', 'ja'], ['粉蝶虫', 'zh-Hans']]","[[1, 'bug']]"
665,spewpa,3,84,"[['コフーライ', 'ja-Hrkt'], ['Kofuurai', 'roomaji'], ['분떠도리', 'ko'], ['粉蝶蛹', 'zh-Hant'], ['Pérégrain', 'fr'], ['Puponcho', 'de'], ['Spewpa', 'es'], ['Spewpa', 'it'], ['Spewpa', 'en'], ['コフーライ', 'ja'], ['粉蝶蛹', 'zh-Hans']]","[[1, 'bug']]"
666,vivillon,12,170,"[['ビビヨン', 'ja-Hrkt'], ['Viviyon', 'roomaji'], ['비비용', 'ko'], ['彩粉蝶', 'zh-Hant'], ['Prismillon', 'fr'], ['Vivillon', 'de'], ['Vivillon', 'es'], ['Vivillon', 'it'], ['Vivillon', 'en'], ['ビビヨン', 'ja'], ['彩粉蝶', 'zh-Hans']]","[[1, 'bug'], [2, 'flying']]"
667,litleo,6,135,"[['シシコ', 'ja-Hrkt'], ['Shishiko', 'roomaji'], ['레오꼬', 'ko'], ['小獅獅', 'zh-Hant'], ['Hélionceau', 'fr'], ['Leufeo', 'de'], ['Litleo', 'es'], ['Litleo', 'it'], ['Litleo', 'en'], ['シシコ', 'ja'], ['小狮狮', 'zh-Hans']]","[[1, 'fire'], [2, 'normal']]"
668,pyroar,15,815,"[['カエンジシ', 'ja-Hrkt'], ['Kaenjishi', 'roomaji'], ['화염레오', 'ko'], ['火炎獅', 'zh-Hant'], ['Némélios', 'fr'], ['Pyroleo', 'de'], ['Pyroar', 'es'], ['Pyroar', 'it'], ['Pyroar', 'en'], ['カエンジシ', 'ja'], ['火炎狮', 'zh-Hans']]","[[1, 'fire'], [2, 'normal']]"
669,flabebe,1,1,"[['フラベベ', 'ja-Hrkt'], ['Flabebe', 'roomaji'], ['플라베베', 'ko'], ['花蓓蓓', 'zh-Hant'], ['Flabébé', 'fr'], ['Flabébé', 'de'], ['Flabébé', 'es'], ['Flabébé', 'it'], ['Flabébé', 'en'], ['フラベベ', 'ja'], ['花蓓蓓', 'zh-Hans']]","[[1, 'fairy']]"
670,floette,2,9,"[['フラエッテ', 'ja-Hrkt'], ['Floette', 'roomaji'], ['플라엣테', 'ko'], ['花葉蒂', 'zh-Hant'], ['Floette', 'fr'], ['Floette', 'de'], ['Floette', 'es'], ['Floette', 'it'], ['Floette', 'en'], ['フラエッテ', 'ja'], ['花叶蒂', 'zh-Hans']]","[[1, 'fairy']]"
671,florges,11,100,"[['フラージェス', 'ja-Hrkt'], ['Florges', 'roomaji'], ['플라제스', 'ko'], ['花潔夫人', 'zh-Hant'], ['Florges', 'fr'], ['Florges', 'de'], ['Florges', 'es'], ['Florges', 'it'], ['Florges', 'en'], ['フラージェス', 'ja'], ['花洁夫人', 'zh-Hans']]","[[1, 'fairy']]"
672,skiddo,9,310,"[['メェークル', 'ja-Hrkt'], ['Meecle', 'roomaji'], ['메이클', 'ko'], ['坐騎小羊', 'zh-Hant'], ['Cabriolaine', 'fr'], ['Mähikel', 'de'], ['Skiddo', 'es'], ['Skiddo', 'it'], ['Skiddo', 'en'], ['メェークル', 'ja'], ['坐骑小羊', 'zh-Hans']]","[[1, 'grass']]"
673,gogoat,17,910,"[['ゴーゴート', 'ja-Hrkt'], ['Gogoat', 'roomaji'], ['고고트', 'ko'], ['坐騎山羊', 'zh-Hant'], ['Chevroum', 'fr'], ['Chevrumm', 'de'], ['Gogoat', 'es'], ['Gogoat', 'it'], ['Gogoat', 'en'], ['ゴーゴート', 'ja'], ['坐骑山羊', 'zh-Hans']]","[[1, 'grass']]"
674,pancham,6,80,"[['ヤンチャム', 'ja-Hrkt'], ['Yancham', 'roomaji'], ['판짱', 'ko'], ['頑皮熊貓', 'zh-Hant'], ['Pandespiègle', 'fr'], ['Pam-Pam', 'de'], ['Pancham', 'es'], ['Pancham', 'it'], ['Pancham', 'en'], ['ヤンチャム', 'ja'], ['顽皮熊猫', 'zh-Hans']]","[[1, 'fighting']]"
675,pangoro,21,1360,"[['ゴロンダ', 'ja-Hrkt'], ['Goronda', 'roomaji'], ['부란다', 'ko'], ['流氓熊貓', 'zh-Hant'], ['Pandarbare', 'fr'], ['Pandagro', 'de'], ['Pangoro', 'es'], ['Pangoro', 'it'], ['Pangoro', 'en'], ['ゴロンダ', 'ja'], ['霸道熊猫', 'zh-Hans']]","[[1, 'fighting'], [2, 'dark']]"
676,furfrou,12,280,"[['トリミアン', 'ja-Hrkt'], ['Trimmien', 'roomaji'], ['트리미앙', 'ko'], ['多麗米亞', 'zh-Hant'], ['Couafarel', 'fr'], ['Coiffwaff', 'de'], ['Furfrou', 'es'], ['Furfrou', 'it'], ['Furfrou', 'en'], ['トリミアン', 'ja'], ['多丽米亚', 'zh-Hans']]","[[1, 'normal']]"
677,espurr,3,35,"[['ニャスパー', 'ja-Hrkt'], ['Nyasper', 'roomaji'], ['냐스퍼', 'ko'], ['妙喵', 'zh-Hant'], ['Psystigri', 'fr'], ['Psiau', 'de'], ['Espurr', 'es'], ['Espurr', 'it'], ['Espurr', 'en'], ['ニャスパー', 'ja'], ['妙喵', 'zh-Hans']]","[[1, 'psychic']]"
678,meowstic-male,6,85,"[['ニャオニクス', 'ja-Hrkt'], ['Nyaonix', 'roomaji'], ['냐오닉스', 'ko'], ['超能妙喵', 'zh-Hant'], ['Mistigrix', 'fr'], ['Psiaugon', 'de'], ['Meowstic', 'es'], ['Meowstic', 'it'], ['Meowstic', 'en'], ['ニャオニクス', 'ja'], ['超能妙喵', 'zh-Hans']]","[[1, 'psychic']]"
679,honedge,8,20,"[['ヒトツキ', 'ja-Hrkt'], ['Hitotsuki', 'roomaji'], ['단칼빙', 'ko'], ['獨劍鞘', 'zh-Hant'], ['Monorpale', 'fr'], ['Gramokles', 'de'], ['Honedge', 'es'], ['Honedge', 'it'], ['Honedge', 'en'], ['ヒトツキ', 'ja'], ['独剑鞘', 'zh-Hans']]","[[1, 'steel'], [2, 'ghost']]"
680,doublade,8,45,"[['ニダンギル', 'ja-Hrkt'], ['Nidangill', 'roomaji'], ['쌍검킬', 'ko'], ['雙劍鞘', 'zh-Hant'], ['Dimoclès', 'fr'], ['Duokles', 'de'], ['Doublade', 'es'], ['Doublade', 'it'], ['Doublade', 'en'], ['ニダンギル', 'ja'], ['双剑鞘', 'zh-Hans']]","[[1, 'steel'], [2, 'ghost']]"
681,aegislash-shield,17,530,"[['ギルガルド', 'ja-Hrkt'], ['Gillgard', 'roomaji'], ['킬가르도', 'ko'], ['堅盾劍怪', 'zh-Hant'], ['Exagide', 'fr'], ['Durengard', 'de'], ['Aegislash', 'es'], ['Aegislash', 'it'], ['Aegislash', 'en'], ['ギルガルド', 'ja'], ['坚盾剑怪', 'zh-Hans']]","[[1, 'steel'], [2, 'ghost']]"
682,spritzee,2,5,"[['シュシュプ', 'ja-Hrkt'], ['Shushupu', 'roomaji'], ['슈쁘', 'ko'], ['粉香香', 'zh-Hant'], ['Fluvetin', 'fr'], ['Parfi', 'de'], ['Spritzee', 'es'], ['Spritzee', 'it'], ['Spritzee', 'en'], ['シュシュプ', 'ja'], ['粉香香', 'zh-Hans']]","[[1, 'fairy']]"
683,aromatisse,8,155,"[['フレフワン', 'ja-Hrkt'], ['Frefuwan', 'roomaji'], ['프레프티르', 'ko'], ['芳香精', 'zh-Hant'], ['Cocotine', 'fr'], ['Parfinesse', 'de'], ['Aromatisse', 'es'], ['Aromatisse', 'it'], ['Aromatisse', 'en'], ['フレフワン', 'ja'], ['芳香精', 'zh-Hans']]","[[1, 'fairy']]"
684,swirlix,4,35,"[['ペロッパフ', 'ja-Hrkt'], ['Peroppafu', 'roomaji'], ['나룸퍼프', 'ko'], ['綿綿泡芙', 'zh-Hant'], ['Sucroquin', 'fr'], ['Flauschling', 'de'], ['Swirlix', 'es'], ['Swirlix', 'it'], ['Swirlix', 'en'], ['ペロッパフ', 'ja'], ['绵绵泡芙', 'zh-Hans']]","[[1, 'fairy']]"
685,slurpuff,8,50,"[['ペロリーム', 'ja-Hrkt'], ['Peroream', 'roomaji'], ['나루림', 'ko'], ['胖甜妮', 'zh-Hant'], ['Cupcanaille', 'fr'], ['Sabbaione', 'de'], ['Slurpuff', 'es'], ['Slurpuff', 'it'], ['Slurpuff', 'en'], ['ペロリーム', 'ja'], ['胖甜妮', 'zh-Hans']]","[[1, 'fairy']]"
686,inkay,4,35,"[['マーイーカ', 'ja-Hrkt'], ['Maaiika', 'roomaji'], ['오케이징', 'ko'], ['好啦魷', 'zh-Hant'], ['Sepiatop', 'fr'], ['Iscalar', 'de'], ['Inkay', 'es'], ['Inkay', 'it'], ['Inkay', 'en'], ['マーイーカ', 'ja'], ['好啦鱿', 'zh-Hans']]","[[1, 'dark'], [2, 'psychic']]"
687,malamar,15,470,"[['カラマネロ', 'ja-Hrkt'], ['Calamanero', 'roomaji'], ['칼라마네로', 'ko'], ['烏賊王', 'zh-Hant'], ['Sepiatroce', 'fr'], ['Calamanero', 'de'], ['Malamar', 'es'], ['Malamar', 'it'], ['Malamar', 'en'], ['カラマネロ', 'ja'], ['乌贼王', 'zh-Hans']]","[[1, 'dark'], [2, 'psychic']]"
688,binacle,5,310,"[['カメテテ', 'ja-Hrkt'], ['Kametete', 'roomaji'], ['거북손손', 'ko'], ['龜腳腳', 'zh-Hant'], ['Opermine', 'fr'], ['Bithora', 'de'], ['Binacle', 'es'], ['Binacle', 'it'], ['Binacle', 'en'], ['カメテテ', 'ja'], ['龟脚脚', 'zh-Hans']]","[[1, 'rock'], [2, 'water']]"
689,barbaracle,13,960,"[['ガメノデス', 'ja-Hrkt'], ['Gamenodes', 'roomaji'], ['거북손데스', 'ko'], ['龜足巨鎧', 'zh-Hant'], ['Golgopathe', 'fr'], ['Thanathora', 'de'], ['Barbaracle', 'es'], ['Barbaracle', 'it'], ['Barbaracle', 'en'], ['ガメノデス', 'ja'], ['龟足巨铠', 'zh-Hans']]","[[1, 'rock'], [2, 'water']]"
690,skrelp,5,73,"[['クズモー', 'ja-Hrkt'], ['Kuzumo', 'roomaji'], ['수레기', 'ko'], ['垃垃藻', 'zh-Hant'], ['Venalgue', 'fr'], ['Algitt', 'de'], ['Skrelp', 'es'], ['Skrelp', 'it'], ['Skrelp', 'en'], ['クズモー', 'ja'], ['垃垃藻', 'zh-Hans']]","[[1, 'poison'], [2, 'water']]"
691,dragalge,18,815,"[['ドラミドロ', 'ja-Hrkt'], ['Dramidoro', 'roomaji'], ['드래캄', 'ko'], ['毒藻龍', 'zh-Hant'], ['Kravarech', 'fr'], ['Tandrak', 'de'], ['Dragalge', 'es'], ['Dragalge', 'it'], ['Dragalge', 'en'], ['ドラミドロ', 'ja'], ['毒藻龙', 'zh-Hans']]","[[1, 'poison'], [2, 'dragon']]"
692,clauncher,5,83,"[['ウデッポウ', 'ja-Hrkt'], ['Udeppou', 'roomaji'], ['완철포', 'ko'], ['鐵臂槍蝦', 'zh-Hant'], ['Flingouste', 'fr'], ['Scampisto', 'de'], ['Clauncher', 'es'], ['Clauncher', 'it'], ['Clauncher', 'en'], ['ウデッポウ', 'ja'], ['铁臂枪虾', 'zh-Hans']]","[[1, 'water']]"
693,clawitzer,13,353,"[['ブロスター', 'ja-Hrkt'], ['Bloster', 'roomaji'], ['블로스터', 'ko'], ['鋼炮臂蝦', 'zh-Hant'], ['Gamblast', 'fr'], ['Wummer', 'de'], ['Clawitzer', 'es'], ['Clawitzer', 'it'], ['Clawitzer', 'en'], ['ブロスター', 'ja'], ['钢炮臂虾', 'zh-Hans']]","[[1, 'water']]"
694,helioptile,5,60,"[['エリキテル', 'ja-Hrkt'], ['Erikiteru', 'roomaji'], ['목도리키텔', 'ko'], ['傘電蜥', 'zh-Hant'], ['Galvaran', 'fr'], ['Eguana', 'de'], ['Helioptile', 'es'], ['Helioptile', 'it'], ['Helioptile', 'en'], ['エリキテル', 'ja'], ['伞电蜥', 'zh-Hans']]","[[1, 'electric'], [2, 'normal']]"
695,heliolisk,10,210,"[['エレザード', 'ja-Hrkt'], ['Elezard', 'roomaji'], ['일레도리자드', 'ko'], ['光電傘蜥', 'zh-Hant'], ['Iguolta', 'fr'], ['Elezard', 'de'], ['Heliolisk', 'es'], ['Heliolisk', 'it'], ['Heliolisk', 'en'], ['エレザード', 'ja'], ['光电伞蜥', 'zh-Hans']]","[[1, 'electric'], [2, 'normal']]"
696,tyrunt,8,260,"[['チゴラス', 'ja-Hrkt'], ['Chigoras', 'roomaji'], ['티고라스', 'ko'], ['寶寶暴龍', 'zh-Hant'], ['Ptyranidur', 'fr'], ['Balgoras', 'de'], ['Tyrunt', 'es'], ['Tyrunt', 'it'], ['Tyrunt', 'en'], ['チゴラス', 'ja'], ['宝宝暴龙', 'zh-Hans']]","[[1, 'rock'], [2, 'dragon']]"
697,tyrantrum,25,2700,"[['ガチゴラス', 'ja-Hrkt'], ['Gachigoras', 'roomaji'], ['견고라스', 'ko'], ['怪顎龍', 'zh-Hant'], ['Rexillius', 'fr'], ['Monargoras', 'de'], ['Tyrantrum', 'es'], ['Tyrantrum', 'it'], ['Tyrantrum', 'en'], ['ガチゴラス', 'ja'], ['怪颚龙', 'zh-Hans']]","[[1, 'rock'], [2, 'dragon']]"
698,amaura,13,252,"[['アマルス', 'ja-Hrkt'], ['Amarus', 'roomaji'], ['아마루스', 'ko'], ['冰雪龍', 'zh-Hant'], ['Amagara', 'fr'], ['Amarino', 'de'], ['Amaura', 'es'], ['Amaura', 'it'], ['Amaura', 'en'], ['アマルス', 'ja'], ['冰雪龙', 'zh-Hans']]","[[1, 'rock'], [2, 'ice']]"
699,aurorus,27,2250,"[['アマルルガ', 'ja-Hrkt'], ['Amaruruga', 'roomaji'], ['아마루르가', 'ko'], ['冰雪巨龍', 'zh-Hant'], ['Dragmara', 'fr'], ['Amagarga', 'de'], ['Aurorus', 'es'], ['Aurorus', 'it'], ['Aurorus', 'en'], ['アマルルガ', 'ja'], ['冰雪巨龙', 'zh-Hans']]","[[1, 'rock'], [2, 'ice']]"
700,sylveon,10,235,"[['ニンフィア', 'ja-Hrkt'], ['Nymphia', 'roomaji'], ['님피아', 'ko'], ['仙子伊布', 'zh-Hant'], ['Nymphali', 'fr'], ['Feelinara', 'de'], ['Sylveon', 'es'], ['Sylveon', 'it'], ['Sylveon', 'en'], ['ニンフィア', 'ja'], ['仙子伊布', 'zh-Hans']]","[[1, 'fairy']]"
701,hawlucha,8,215,"[['ルチャブル', 'ja-Hrkt'], ['Luchabull', 'roomaji'], ['루차불', 'ko'], ['摔角鷹人', 'zh-Hant'], ['Brutalibré', 'fr'], ['Resladero', 'de'], ['Hawlucha', 'es'], ['Hawlucha', 'it'], ['Hawlucha', 'en'], ['ルチャブル', 'ja'], ['摔角鹰人', 'zh-Hans']]","[[1, 'fighting'], [2, 'flying']]"
702,dedenne,2,22,"[['デデンネ', 'ja-Hrkt'], ['Dedenne', 'roomaji'], ['데덴네', 'ko'], ['咚咚鼠', 'zh-Hant'], ['Dedenne', 'fr'], ['Dedenne', 'de'], ['Dedenne', 'es'], ['Dedenne', 'it'], ['Dedenne', 'en'], ['デデンネ', 'ja'], ['咚咚鼠', 'zh-Hans']]","[[1, 'electric'], [2, 'fairy']]"
703,carbink,3,57,"[['メレシー', 'ja-Hrkt'], ['Melecie', 'roomaji'], ['멜리시', 'ko'], ['小碎鑽', 'zh-Hant'], ['Strassie', 'fr'], ['Rocara', 'de'], ['Carbink', 'es'], ['Carbink', 'it'], ['Carbink', 'en'], ['メレシー', 'ja'], ['小碎钻', 'zh-Hans']]","[[1, 'rock'], [2, 'fairy']]"
704,goomy,3,28,"[['ヌメラ', 'ja-Hrkt'], ['Numera', 'roomaji'], ['미끄메라', 'ko'], ['黏黏寶', 'zh-Hant'], ['Mucuscule', 'fr'], ['Viscora', 'de'], ['Goomy', 'es'], ['Goomy', 'it'], ['Goomy', 'en'], ['ヌメラ', 'ja'], ['黏黏宝', 'zh-Hans']]","[[1, 'dragon']]"
705,sliggoo,8,175,"[['ヌメイル', 'ja-Hrkt'], ['Numeil', 'roomaji'], ['미끄네일', 'ko'], ['黏美兒', 'zh-Hant'], ['Colimucus', 'fr'], ['Viscargot', 'de'], ['Sliggoo', 'es'], ['Sliggoo', 'it'], ['Sliggoo', 'en'], ['ヌメイル', 'ja'], ['黏美儿', 'zh-Hans']]","[[1, 'dragon']]"
706,goodra,20,1505,"[['ヌメルゴン', 'ja-Hrkt'], ['Numelgon', 'roomaji'], ['미끄래곤', 'ko'], ['黏美龍', 'zh-Hant'], ['Muplodocus', 'fr'], ['Viscogon', 'de'], ['Goodra', 'es'], ['Goodra', 'it'], ['Goodra', 'en'], ['ヌメルゴン', 'ja'], ['黏美龙', 'zh-Hans']]","[[1, 'dragon']]"
707,klefki,2,30,"[['クレッフィ', 'ja-Hrkt'], ['Cleffy', 'roomaji'], ['클레피', 'ko'], ['鑰圈兒', 'zh-Hant'], ['Trousselin', 'fr'], ['Clavion', 'de'], ['Klefki', 'es'], ['Klefki', 'it'], ['Klefki', 'en'], ['クレッフィ', 'ja'], ['钥圈儿', 'zh-Hans']]","[[1, 'steel'], [2, 'fairy']]"
708,phantump,4,70,"[['ボクレー', 'ja-Hrkt'], ['Bokurei', 'roomaji'], ['나목령', 'ko'], ['小木靈', 'zh-Hant'], ['Brocélôme', 'fr'], ['Paragoni', 'de'], ['Phantump', 'es'], ['Phantump', 'it'], ['Phantump', 'en'], ['ボクレー', 'ja'], ['小木灵', 'zh-Hans']]","[[1, 'ghost'], [2, 'grass']]"
709,trevenant,15,710,"[['オーロット', 'ja-Hrkt'], ['Ohrot', 'roomaji'], ['대로트', 'ko'], ['朽木妖', 'zh-Hant'], ['Desséliande', 'fr'], ['Trombork', 'de'], ['Trevenant', 'es'], ['Trevenant', 'it'], ['Trevenant', 'en'], ['オーロット', 'ja'], ['朽木妖', 'zh-Hans']]","[[1, 'ghost'], [2, 'grass']]"
710,pumpkaboo-average,4,50,"[['バケッチャ', 'ja-Hrkt'], ['Bakeccha', 'roomaji'], ['호바귀', 'ko'], ['南瓜精', 'zh-Hant'], ['Pitrouille', 'fr'], ['Irrbis', 'de'], ['Pumpkaboo', 'es'], ['Pumpkaboo', 'it'], ['Pumpkaboo', 'en'], ['バケッチャ', 'ja'], ['南瓜精', 'zh-Hans']]","[[1, 'ghost'], [2, 'grass']]"
711,gourgeist-average,9,125,"[['パンプジン', 'ja-Hrkt'], ['Pumpjin', 'roomaji'], ['펌킨인', 'ko'], ['南瓜怪人', 'zh-Hant'], ['Banshitrouye', 'fr'], ['Pumpdjinn', 'de'], ['Gourgeist', 'es'], ['Gourgeist', 'it'], ['Gourgeist', 'en'], ['パンプジン', 'ja'], ['南瓜怪人', 'zh-Hans']]","[[1, 'ghost'], [2, 'grass']]"
712,bergmite,10,995,"[['カチコール', 'ja-Hrkt'], ['Kachikohru', 'roomaji'], ['꽁어름', 'ko'], ['冰寶', 'zh-Hant'], ['Grelaçon', 'fr'], ['Arktip', 'de'], ['Bergmite', 'es'], ['Bergmite', 'it'], ['Bergmite', 'en'], ['カチコール', 'ja'], ['冰宝', 'zh-Hans']]","[[1, 'ice']]"
